MODULE_59,CYP2E1 CA12 ITPR2 GPR183 C3AR1 MAPK11 HCG4 PPFIA2 TRPA1 IL4 IL5RA AD7C-NTP MSTN SRY SI BMP6 NFKBIE SLC6A4 THOC5 HSPB3 SSX5 CASQ2 OLIG2 MAGEA10 KCNA3 RAPGEF4 RPGRIP1 FUT9
MODULE_202,FLNA MYH11 SVIL ABLIM1 NEBL MYBPC2 GSN SORBS2 ANK1 MYBPC1 LSP1 ACTA2 TNNT3 NEB MYL1 PFN2 MYH7 MYOM1 MYBPH MYL6 MYH3 MYOM2 MYL3 MYLPF PPP1R12A DSTN FLNB ACTN4
MODULE_303,ULK1 ECHS1 PLK1 CDK1 BUB1B CDK2 MAPK6 TTK AKT1 MAPK10 PKN1 DYRK1A CDC7 CDK4 NEK2 BUB1 CHEK1 NT5C2 MAPK14 PRPF4B MARK3 CDK3 CDK5 PRKX MAP3K7 CHUK NADK CSNK1G2
MODULE_318,CITED2 FOS JUNB MCM3 MCM6 DHX9 STAT2 RAD51D DDX11 XRCC6 XRCC5 CHD4 BLM RECQL4 TCEB3 RAD51 MYCN XRCC3 GTF2F2 DDX5 RAD51C ERCC3 HELZ ZNF254 CHD3 DDX10 WRN RAD51B
MODULE_330,CALD1 GJA1 FXYD1 CXCL12 CRYAB FKBP1B FLII CHRNB1 GSN GNAO1 TMSB4Y VIPR1 RYR1 OXTR NOS1 CACNG1 GJA5 ACTC1 KCNA1 HRC SSPN CKMT2 ACTA1 PLN MYL3 DSTN CLCN1 TRDN
MODULE_382,IGF1 CHGB NPY ADM IGF2 SST GIP NTS AGT CCK PENK CSH2 INHA STC1 CGA CGB LHB PNOC GCG VIP INHBA TSHB CALCA STC2 TRH PPY CCL25 POMC
GCM_ERCC4,IFNA21 CD8B CSPG4 KCNA6 FEV ADCYAP1 CHIC1 SLC2A4 SMARCD1 IGKV7-3 SLC30A3 ERCC4 FANCC TAF1 MPP2 PTPRU HMGA2 NDUFA1 CCR9 NRF1 COL14A1 PSG7 LYST TMEM106A SLC17A2 SLC18A1 HCG8 CSN3 SLC14A2
MODULE_333,IGF1 ACP2 AZGP1 CELSR2 CFI EPHX2 ALDH1B1 TRPM1 NOS1 GCSH HLA-DRB4 NDUFAF3 ATP7B SOD1 KHK CRY1 MIF4GD ZC3H3 PLEKHB2 ASB16 ZNF559 ABCA7 GPD1 HMGN2 FAM82A2 CHCHD6 C6orf125 MIS18A YTHDF2
MODULE_355,CRYAB HSPB2 TSC2 HSPA6 DNAJB2 CCT6A LRPAP1 HSPA8 BAG3 COX17 HSPB1 CDC37 CANX CCT8 DNAJA1 FKBP4 HSPA5 TRAP1 HSPE1 HSPD1 HSPA1L HSP90B1 CCT2 BAG1 TBCA HSP90AB1 C19orf2 PPIA DNAJB1
MODULE_367,CXCR4 GAP43 CCR1 DGKA PLCD1 HTR2B EDNRB GNA15 AGTR1 CXCL13 C3AR1 CCR5 BDKRB2 CCR2 AVPR1A LPAR1 OXTR P2RY6 CXCR2 BDKRB1 RHO SAG P2RY2 CCKBR DGKI P2RY1 LTB4R F2RL2 PRKD3
MODULE_488,GPNMB S100A11 CDKN1A EMP3 IL6 GAS1 IGFBP6 KLF10 BTG3 AIF1 IL1B IL8 CXCL1 RARRES1 TM4SF4 CDKN2A KAT2B NME1 IFITM1 IL1A BTG1 PMP22 CDKN2B NME2 BTG2 FGFBP1 EIF2AK2 ADRA1A SSTR3
MODULE_497,S100B ZIC1 SLC4A2 TFF1 PAX6 TBR1 BAMBI SERPINI1 NPTX1 PCP4 NNAT FOXG1 SLIT1 ADARB1 UGT8 NPAS1 PTPRR GRIK1 KIAA0040 RAD9A NHLH1 ALX1 PDE6H GABRA5 SEMA3A NHLH2 TAC1 SNCA GNAT1
GCM_MAX,COPS2 USPL1 MEMO1 LEMD3 HNRNPR BANF1 MYCBP2 LSM14A MAX TCERG1 MTPN TARDBP CLK4 CSDE1 STAG2 RBM25 PRPF40A CCAR1 SMG1 FAM76B SMAD2 MARCH7 PCF11 DCUN1D1 CRBN ABT1 LARP7 NOL11 RNF138 CCDC117
GNF2_ATM,PIK3IP1 ATHL1 DENND2D HECA RNF125 HMHA1 RASGRP1 CASP8 RASGRP2 CLEC2D RAPGEF6 OGT SYNRG PPWD1 ZNF266 ACAP1 ITK TMC6 GPR171 SFI1 LDLRAP1 ATM LAT GZMK BTN3A1 DUSP2 GVINP1 DEF6 TRAF3IP3 BTN3A2
GNF2_CBFB,PSMB10 POLR2G MFNG HNRNPF CNOT7 CBFB NONO DOCK2 EIF3D SRRM1 AIMP1 RCHY1 INPP5D CSK KHDRBS1 TAOK3 FAM111A IFI16 RBMX PSMB8 HNRPDL PSMA1 FNBP1 HDAC1 RNF4 ZC3H15 MAPRE1 RBM15 ZBTB1 LCP1
GNF2_TNFSF10,S100A4 PLXNC1 LST1 AIF1 CCR1 TLR1 SPI1 FPR1 APOBEC3A LILRA2 CSF3R EVI2B UBE2D1 DPEP2 PILRA SECTM1 C5AR1 NCF2 LY96 HCK MYO1F IGSF6 P2RY13 TNFSF10 ARRB2 RGS2 MNDA SDCBP FCGR2A CLEC7A
MODULE_500,IL6 PLAUR KRT4 RAC2 KLF5 ST6GAL1 FUT6 ANKRD26 SEMA4D TERF2 SPP2 TFF2 CD247 P2RY6 GPR143 KCNAB2 HOXA4 NFKB2 KCNMB3 GNRH1 EPB41 RABIF DDX6 ANXA13 NDST2 GAGE6 ERCC2 IL1RL2 MSH3 ABCE1
